id,token,entity
D0001,bisa,
D0001,diakses,
D0001,anakanak,
D0001,saja,
D0001,tetapi,
D0001,juga,
D0001,bisa,
D0001,diakses,
D0001,orang,
D0001,dewasa,
D0001,dan,LAW
D0001,itu,
D0001,menjadi,
D0001,pemicu,
D0001,tindak,LAW
D0001,kriminalitas,
D0001,terhadap,
D0001,seseorang,
D0001,tuturnya,
D0001,Jika,
D0001,anak,PER
D0001,sudah,
D0001,bisa,
D0001,mengakses,
D0001,dan,LAW
D0001,melihat,
D0001,melalui,
D0001,handphone,EVIDENCE
D0001,dapat,
D0001,menimbulkan,
D0001,efek,
D0001,yang,
D0001,cukup,
D0001,signifikan,
D0001,terhadap,
D0001,dirinya,
D0001,karena,
D0001,dapat,
D0001,berpengaruh,
D0001,bila,PER
D0001,tidak,
D0001,disertai,
D0001,dengan,
D0001,imam,PER
D0001,dan,LAW
D0001,kontrol,
D0001,dari,
D0001,orang,
D0001,tua,
D0001,dan,LAW
D0001,menimbulkan,
D0001,hal,
D0001,yang,
D0001,tidak,
D0001,diinginkan,
D0001,Bahwa,
D0001,kemajuan,
D0001,pengetahuan,
D0001,dan,LAW
D0001,teknologi,
D0001,tadi,
D0001,tidak,
D0001,bisa,
D0001,membendung,
D0001,pergaulan,
D0001,anak,PER
D0001,sekarang,
D0001,Maka,
D0001,dari,
D0001,itu,
D0001,butuh,
D0001,kontrol,
D0001,dari,
D0001,orang,
D0001,tua,
D0001,dan,LAW
D0001,pantauan,
D0001,dari,
D0001,orang,
D0001,tua,
D0001,agar,
D0001,apa,
D0001,tang,
D0001,dilihat,
D0001,di,
D0001,medsos,
D0001,tidak,
D0001,bernaturalisasi,
D0001,dengan,
D0001,kejadian,
D0001,seperti,
D0001,saat,
D0001,ini,LOC
D0001,ucapnya,
D0001,Azwar,PER
D0001,menjelaskan,
D0001,untuk,
D0001,kejadian,
D0001,yang,
D0001,terjadi,
D0001,ini,LOC
D0001,para,
D0001,tersangka,
D0001,sudah,
D0001,mendapatkan,
D0001,hukuman,
D0001,meski,
D0001,dirasakan,
D0001,keluarga,
D0001,korban,PER
D0001,tidak,
D0001,setimpal,
D0001,namun,
D0001,tetap,
D0001,ada,
D0001,ancaman,
D0001,pidana,
D0001,Tapi,
D0001,ancaman,
D0001,pidananya,
D0001,berbeda,
D0001,dengan,
D0001,orang,
D0001,dewasa,
D0001,Anak,PER
D0001,masa,
D0001,depan,LOC
D0001,bangsa,
D0001,Walau,
D0001,tindakannya,
D0001,adalah,
D0001,pidana,
D0001,namun,
D0001,bagi,
D0001,negara,GPE
D0001,kita,
D0001,masih,
D0001,memikirkan,
D0001,kehidupan,
D0001,anak,PER
D0001,tersebut,
D0001,yang,
D0001,masih,
D0001,panjang,PER
D0001,tuturnya,
D0001,Memang,
D0001,hukumannya,
D0001,tidak,
D0001,memberikan,
D0001,keadilan,
D0001,bagi,
D0001,korban,PER
D0001,dan,LAW
D0001,keluarga,
D0001,korban,PER
D0001,namun,
D0001,tersangka,
D0001,sudah,
D0001,diberikan,
D0001,hukuman,
D0001,dan,LAW
D0001,diharapkan,
D0001,ke,
D0001,depan,LOC
D0001,orang,
D0001,tua,
D0001,bisa,
D0001,mengontrol,
D0001,dan,LAW
D0001,mengawasi,
D0001,keseharian,
D0001,anaknya,PER
D0001,Peran,
D0001,orang,
D0001,dewasa,
D0001,seperti,
D0001,orang,
D0001,tua,
D0001,sangat,
D0001,penting,
D0001,minimal,
D0001,orang,
D0001,tua,
D0001,memberikan,
D0001,kegiatan,
D0001,positif,
D0001,kepada,
D0001,anak,PER
D0001,dan,LAW
D0001,kejadian,
D0001,ini,LOC
D0001,perlu,
D0001,pengawasan,
D0001,kita,
D0001,bersama,
D0001,pungkasnya,
D0002,Dalam,LAW
D0002,waktu,
D0002,kurang,
D0002,lebih,
D0002,3,NOR
D0002,bulan,
D0002,Polres,LOC
D0002,Probolinggo,
D0002,Kota,GPE
D0002,membekuk,
D0002,puluhan,
D0002,tersangka,
D0002,dari,
D0002,berbagai,
D0002,kasus,
D0002,Kasus,
D0002,itu,
D0002,mulai,
D0002,dari,
D0002,kasus,
D0002,pembunuhan,CRIMETYPE
D0002,hingga,
D0002,kasus,
D0002,obatobatan,
D0002,terlarang,
D0002,Rinciannya,
D0002,ada,
D0002,26,
D0002,tersangka,
D0002,dibekuk,
D0002,dari,
D0002,10,LAW
D0002,kasus,
D0002,sabu,
D0002,dan,LAW
D0002,6,LAW
D0002,kasus,
D0002,obat,
D0002,keras,
D0002,berbahaya,
D0002,Okerbaya,
D0002,serta,
D0002,5,LAW
D0002,kasus,
D0002,kriminalitas,
D0002,seperti,
D0002,pembunuhan,CRIMETYPE
D0002,istri,
D0002,oleh,
D0002,suami,
D0002,sirinya,
D0002,penggelapan,CRIMETYPE
D0002,jabatan,
D0002,dan,LAW
D0002,uang,LAW
D0002,sewa,
D0002,serta,
D0002,korupsi,CRIMETYPE
D0002,dana,
D0002,desa,GPE
D0002,Kapolres,PER
D0002,Probolinggo,
D0002,Kota,GPE
D0002,AKBP,
D0002,Oki,PER
D0002,Ahadian,
D0002,Purwono,
D0002,mengatakan,
D0002,dengan,
D0002,jumlah,
D0002,kasus,
D0002,yang,
D0002,ada,
D0002,menandakan,
D0002,memang,
D0002,angka,
D0002,kejahatan,
D0002,di,
D0002,wilayah,GPE
D0002,hukumnya,
D0002,meningkat,
D0002,Oki,PER
D0002,berjanji,
D0002,akan,
D0002,berupaya,
D0002,menekan,
D0002,hal,
D0002,tersebut,
D0002,SCROLL,
D0002,TO,
D0002,CONTINUE,
D0002,WITH,
D0002,CONTENT,
D0002,Angka,
D0002,kejahatan,
D0002,memang,
D0002,meningkat,
D0002,tapi,
D0002,perlu,
D0002,digarisbawahi,
D0002,juga,
D0002,angka,
D0002,penangkapan,
D0002,kepada,
D0002,para,
D0002,pelaku,
D0002,juga,
D0002,meningkat,
D0002,Ini,LOC
D0002,PR,
D0002,bagi,
D0002,kami,GPE
D0002,agar,
D0002,selanjutnya,
D0002,bisa,
D0002,menekan,
D0002,dan,LAW
D0002,menurunkan,
D0002,angka,
D0002,tersebut,
D0002,ujar,
D0002,Oki,PER
D0002,Kamis,DAT
D0002,592024,
D0002,Dari,
D0002,penangkapan,
D0002,itu,
D0002,lanjut,
D0002,Oki,PER
D0002,disita,
D0002,barang,LAW
D0002,bukti,EVIDENCE
D0002,yakni,
D0002,6,LAW
D0002,gram,
D0002,sabu,
D0002,5300,
D0002,butir,
D0002,pil,
D0002,koplo,
D0002,berbagai,
D0002,merek,
D0002,dari,
D0002,kasus,
D0002,peredaran,
D0002,obatobatan,
D0002,terlarang,
D0002,sepeda,
D0002,motor,NOR
D0002,celurit,
D0002,dan,LAW
D0002,sejumlah,
D0002,dokumen,EVIDENCE
D0002,Semuanya,
D0002,sudah,
D0002,kami,GPE
D0002,amankan,
D0002,dan,LAW
D0002,disita,
D0002,di,
D0002,unit,NOR
D0002,masingmasing,
D0002,Kami,GPE
D0002,harap,
D0002,partisipasi,
D0002,dari,
D0002,warga,
D0002,Kota,GPE
D0002,Probolinggo,
D0002,untuk,
D0002,menurunkan,
D0002,angka,
D0002,ini,LOC
D0002,sangat,
D0002,penting,
D0002,sebab,
D0002,kerja,
D0002,kami,GPE
D0002,tidak,
D0002,maksimal,
D0002,jika,
D0002,tidak,
D0002,ada,
D0002,bantuan,
D0002,dari,
D0002,masyarakat,
D0002,ungkap,
D0002,Oki,PER
D0002,Untuk,
D0002,kasus,
D0002,sabu,
D0002,tersangka,
D0002,dikenakan,
D0002,pasal,LAW
D0002,114,
D0002,dan,LAW
D0002,112,
D0002,UU,
D0002,nomor,
D0002,35,
D0002,tahun,LAW
D0002,2009,
D0002,tentang,
D0002,narkotika,
D0002,Kasus,
D0002,peredaran,
D0002,pil,
D0002,koplo,
D0002,tersangka,
D0002,dijerat,
D0002,UU,
D0002,nomor,
D0002,17,
D0002,tahun,LAW
D0002,2003,
D0002,tentang,
D0002,kesehatan,
D0002,dengan,
D0002,ancaman,
D0002,hukuman,
D0002,5,LAW
D0002,tahun,LAW
D0002,dan,LAW
D0002,maksimal,
D0002,12,LAW
D0002,tahun,LAW
D0002,Sedangkan,
D0002,untuk,
D0002,kasus,
D0002,kriminalitas,
D0002,tersangka,
D0002,dijerat,
D0002,pasal,LAW
D0002,2,LOC
D0002,pasal,LAW
D0002,3,NOR
D0002,UU,
D0002,nomor,
D0002,31,
D0002,tahun,LAW
D0002,1999,
D0002,tentang,
D0002,pemberantasan,
D0002,korupsi,CRIMETYPE
D0002,hingga,
D0002,pasal,LAW
D0002,374,
D0002,KUHP,
D0002,dengan,
D0002,ancaman,
D0002,hukuman,
D0002,5,LAW
D0002,tahun,LAW
D0002,hingga,
D0002,maksimal,
D0002,15,LAW
D0002,tahun,LAW
D0002,penjara,LAW
D0003,Seorang,
D0003,pekerja,
D0003,kafe,
D0003,di,
D0003,Cengkareng,LOC
D0003,MAS,PER
D0003,32,
D0003,diduga,
D0003,disiram,
D0003,air,LOC
D0003,keras,
D0003,oleh,
D0003,A,PER
D0003,teman,
D0003,kerjanya,
D0003,Wajah,
D0003,korban,PER
D0003,pun,
D0003,berasap,
D0003,akibat,
D0003,terkena,
D0003,siraman,
D0003,diduga,
D0003,air,LOC
D0003,keras,
D0003,Video,
D0003,penyiraman,
D0003,diduga,
D0003,air,LOC
D0003,keras,
D0003,itu,
D0003,pun,
D0003,tersebar,
D0003,luas,
D0003,hingga,
D0003,viral,
D0003,di,
D0003,media,
D0003,social,
D0003,Dilansir,
D0003,detikNews,
D0003,peristiwa,
D0003,itu,
D0003,dinarasikan,
D0003,terjadi,
D0003,pada,
D0003,Minggu,DAT
D0003,19,
D0003,malam,DAT
D0003,Di,
D0003,video,
D0003,itu,
D0003,terlihat,
D0003,korban,PER
D0003,berboncengan,
D0003,mengendarai,
D0003,sepeda,
D0003,motor,NOR
D0003,Korban,PER
D0003,tampak,
D0003,dibuntuti,
D0003,oleh,
D0003,dua,LOC
D0003,orang,
D0003,pelaku,
D0003,yang,
D0003,juga,
D0003,berboncengan,
D0003,satu,LOC
D0003,motor,NOR
D0003,SCROLL,
D0003,TO,
D0003,CONTINUE,
D0003,WITH,
D0003,CONTENT,
D0003,Kemudian,
D0003,pelaku,
D0003,memepet,
D0003,korban,PER
D0003,dan,LAW
D0003,seketika,
D0003,menyiramkan,
D0003,cairan,
D0003,diduga,
D0003,air,LOC
D0003,keras,
D0003,ke,
D0003,arah,
D0003,wajah,
D0003,korban,PER
D0003,lakilaki,
D0003,Kedua,
D0003,pelaku,
D0003,langsung,
D0003,memutar,
D0003,balik,
D0003,kendaraan,
D0003,dan,LAW
D0003,tancap,
D0003,gas,
D0003,meninggalkan,
D0003,lokasi,
D0003,Sementara,
D0003,itu,
D0003,korban,PER
D0003,terlihat,
D0003,turun,
D0003,dari,
D0003,motornya,
D0003,dengan,
D0003,kondisi,
D0003,tubuh,
D0003,yang,
D0003,berasap,
D0003,lantaran,
D0003,diduga,
D0003,terkena,
D0003,air,LOC
D0003,keras,
D0003,Korban,PER
D0003,tampak,
D0003,mengusap,
D0003,mukanya,
D0003,sembari,
D0003,meringis,
D0003,kesakitan,
D0003,meminta,
D0003,bantuan,
D0003,warga,
D0003,sekitar,
D0003,Warga,
D0003,pun,
D0003,berjibaku,
D0003,mengambil,
D0003,ember,
D0003,berisikan,
D0003,air,LOC
D0003,lalu,
D0003,menyiramkannya,
D0003,ke,
D0003,korban,PER
D0003,Korban,PER
D0003,tampak,
D0003,tergeletak,
D0003,tak,
D0003,berdaya,
D0003,kesakitan,
D0003,lantaran,
D0003,peristiwa,
D0003,yang,
D0003,terjadi,
D0003,Kapolres,PER
D0003,Metro,
D0003,Jakarta,GPE
D0003,Barat,
D0003,Kombes,PER
D0003,M,PER
D0003,Syahduddi,
D0003,membenarkan,
D0003,adanya,
D0003,peristiwa,
D0003,tersebut,
D0003,Kasus,
D0003,sudah,
D0003,dilaporkan,
D0003,ke,
D0003,Polsek,LOC
D0003,Cengkareng,LOC
D0003,Benar,
D0003,ada,
D0003,kejadian,
D0003,tersebut,
D0003,Peristiwa,
D0003,tersebut,
D0003,sudah,
D0003,dilaporkan,
D0003,ke,
D0003,Polsek,LOC
D0003,Cengkareng,LOC
D0003,kata,
D0003,Syahduddi,
D0003,Pelalu,
D0003,Ditangkap,
D0003,Kapolsek,
D0003,Cengkareng,LOC
D0003,Kompol,
D0003,Stanlly,
D0003,Soselisa,
D0003,menambahkan,
D0003,pelaku,
D0003,adalah,
D0003,rekan,
D0003,kerja,
D0003,korban,PER
D0003,Keduanya,
D0003,merupakan,
D0003,waiters,
D0003,di,
D0003,kafe,
D0003,yang,
D0003,sama,
D0003,Pelaku,
D0003,teman,
D0003,kerja,
D0003,korban,PER
D0003,di,
D0003,kafe,
D0003,Cengkareng,LOC
D0003,Pelaku,
D0003,dan,LAW
D0003,korban,PER
D0003,merupakan,
D0003,waiters,
D0003,di,
D0003,salah,
D0003,satu,LOC
D0003,kafe,
D0003,katanya,
D0003,terpisah,
D0003,Stanlly,
D0003,mengatakan,
D0003,pelaku,
D0003,ditangkap,
D0003,pada,
D0003,Senin,DAT
D0003,29,
D0003,malam,DAT
D0003,di,
D0003,sebuah,
D0003,kafe,
D0003,di,
D0003,kawasan,
D0003,Cengkareng,LOC
D0003,Jakarta,GPE
D0003,Barat,
D0003,Belum,
D0003,diketahui,
D0003,motif,
D0003,pasti,
D0003,penyiraman,
D0003,air,LOC
D0003,keras,
D0003,tersebut,
D0003,Saat,
D0003,ini,LOC
D0003,pelaku,
D0003,masih,
D0003,menjalani,
D0003,pemeriksaan,
D0003,Setelah,
D0003,pelaku,
D0003,masuk,
D0003,ke,
D0003,dalam,LAW
D0003,kafe,
D0003,tim,NOR
D0003,opsnal,
D0003,langsung,
D0003,masuk,
D0003,ke,
D0003,dalam,LAW
D0003,untuk,
D0003,mengamankan,
D0003,pelaku,
D0003,Saat,
D0003,ini,LOC
D0003,pelaku,
D0003,dibawa,
D0003,ke,
D0003,Mapolsek,LOC
D0003,Cengkareng,LOC
D0003,untuk,
D0003,dimintai,
D0003,keterangan,LAW
D0003,lebih,
D0003,lanjut,
D0003,jelasnya,
D0004,Hanya,
D0004,gegara,
D0004,rebutan,
D0004,mikrofon,
D0004,untuk,
D0004,bernyanyi,
D0004,di,
D0004,warung,
D0004,tuak,
D0004,Hermansyah,PER
D0004,Pohan,
D0004,36,
D0004,harus,
D0004,kehilangan,
D0004,nyawanya,
D0004,karena,
D0004,ditikam,
D0004,ZS,
D0004,36,
D0004,Keduanya,
D0004,tengah,LOC
D0004,mabuk,
D0004,dan,LAW
D0004,berebut,
D0004,hendak,
D0004,bernyanyi,
D0004,di,
D0004,warung,
D0004,miras,NOR
D0004,tradisional,
D0004,tersebut,
D0004,Kejadian,
D0004,itu,
D0004,terjadi,
D0004,di,
D0004,Dusun,GPE
D0004,III,LOC
D0004,Nagori,
D0004,Bahliran,
D0004,Siborna,
D0004,Kecamatan,GPE
D0004,Panei,
D0004,Kabupaten,GPE
D0004,Simalungun,GPE
D0004,Sabtu,DAT
D0004,3182024,
D0004,malam,DAT
D0004,Saat,
D0004,itu,
D0004,korban,PER
D0004,dan,LAW
D0004,pelaku,
D0004,samasama,
D0004,minum,
D0004,tuak,
D0004,di,
D0004,warung,
D0004,tersebut,
D0004,hingga,
D0004,mabuk,
D0004,Korban,PER
D0004,dan,LAW
D0004,pelaku,
D0004,samasama,
D0004,minum,
D0004,tuak,
D0004,di,
D0004,kedai,
D0004,itu,
D0004,kata,
D0004,Kasat,PER
D0004,Reskrim,
D0004,Polres,LOC
D0004,Simalungun,GPE
D0004,AKP,PER
D0004,Ghulam,
D0004,Yanuar,
D0004,Luthfi,
D0004,detikSumut,
D0004,Senin,DAT
D0004,292024,
D0004,SCROLL,
D0004,TO,
D0004,CONTINUE,
D0004,WITH,
D0004,CONTENT,
D0004,Korban,PER
D0004,lalu,
D0004,meminta,
D0004,mikrofon,
D0004,kepada,
D0004,pelaku,
D0004,karena,
D0004,ingin,LOC
D0004,bernyanyi,
D0004,Namun,
D0004,korban,PER
D0004,yang,
D0004,masih,
D0004,asyik,
D0004,bernyanyi,
D0004,merasa,
D0004,tersinggung,
D0004,dan,LAW
D0004,mendatangi,
D0004,korban,PER
D0004,di,
D0004,meja,
D0004,sebelah,
D0004,Keduanya,
D0004,sempat,
D0004,terlibat,
D0004,saling,
D0004,dorong,
D0004,hingga,
D0004,pelaku,
D0004,ZS,
D0004,mengeluarkan,
D0004,pisau,
D0004,yang,
D0004,dibawanya,
D0004,dan,LAW
D0004,langsung,
D0004,menikam,
D0004,perut,
D0004,korban,PER
D0004,Para,
D0004,pengunjung,
D0004,warung,
D0004,tuak,
D0004,tersebut,
D0004,pun,
D0004,langsung,
D0004,melarikan,
D0004,korban,PER
D0004,ke,
D0004,rumah,LOC
D0004,sakit,
D0004,namun,
D0004,tak,
D0004,lama,
D0004,setelah,
D0004,tiba,
D0004,di,
D0004,RS,PER
D0004,korban,PER
D0004,meninggal,
D0004,dunia,LAW
D0004,Keduanya,
D0004,berselisih,
D0004,karena,
D0004,korban,PER
D0004,meminta,
D0004,mic,
D0004,kepada,
D0004,tersangka,
D0004,untuk,
D0004,bergantian,
D0004,menyanyi,
D0004,tambah,
D0004,Ghulam,
D0004,Pelaku,
D0004,melarikan,
D0004,diri,
D0004,dan,LAW
D0004,kiri,
D0004,masih,
D0004,dalam,LAW
D0004,pengejaran,
D0004,pihak,
D0004,kepolisian,
D0004,sedangkan,
D0004,jasad,
D0004,korban,PER
D0004,dibawa,
D0004,ke,
D0004,RS,PER
D0004,Bhayangkara,
D0004,Medan,GPE
D0004,untuk,
D0004,diautopsi,
D0004,Mayat,
D0004,Korban,PER
D0004,mengalami,
D0004,luka,
D0004,tusuk,
D0004,di,
D0004,bagian,
D0004,antara,NOR
D0004,dada,
D0004,dan,LAW
D0004,perut,
D0004,dan,LAW
D0004,lengan,
D0004,kiri,
D0004,di,
D0004,dekat,LOC
D0004,bahu,
D0004,pungkasnya,
D0005,Hidup,
D0005,pria,
D0005,bernama,
D0005,Monika,
D0005,Hutauruk,
D0005,45,
D0005,harus,
D0005,berakhir,
D0005,usai,
D0005,dibunuh,
D0005,pasangan,
D0005,sesama,
D0005,jenisnya,
D0005,BSH,
D0005,38,
D0005,Pria,
D0005,yang,
D0005,seharihari,
D0005,bekerja,
D0005,sebagai,
D0005,pegawai,
D0005,di,
D0005,akademi,
D0005,keperawatan,
D0005,Akper,
D0005,di,
D0005,Tarutung,
D0005,tersebut,
D0005,tewas,
D0005,di,
D0005,asramanya,
D0005,Kapolres,PER
D0005,Taput,
D0005,AKBP,
D0005,Ernis,
D0005,Siinjak,
D0005,menjelaskan,
D0005,korban,PER
D0005,ditemukan,
D0005,tewas,
D0005,di,
D0005,asmara,PER
D0005,Akper,
D0005,Tarutung,
D0005,di,
D0005,Jalan,LOC
D0005,Kolonel,
D0005,Liberty,
D0005,Malau,
D0005,Kecamatan,GPE
D0005,Tarutung,
D0005,tempat,
D0005,ia,PER
D0005,bekerja,
D0005,Jumat,DAT
D0005,308,
D0005,sekira,
D0005,pukul,
D0005,1300,
D0005,WIB,
D0005,Diduga,
D0005,ia,PER
D0005,tewas,
D0005,dibunuh,
D0005,Korban,PER
D0005,diketahui,
D0005,meninggal,
D0005,di,
D0005,asrama,
D0005,Lalu,
D0005,kita,
D0005,melakukan,
D0005,visum,EVIDENCE
D0005,di,
D0005,RS,PER
D0005,Tarutung,
D0005,dan,LAW
D0005,hasilnya,
D0005,pun,
D0005,diduga,
D0005,kuat,
D0005,bahwa,
D0005,tewasnya,
D0005,korban,PER
D0005,akibat,
D0005,perbuatan,
D0005,tindak,LAW
D0005,pidana,
D0005,kata,
D0005,AKBP,
D0005,Ernis,
D0005,Sitinjak,
D0005,saat,
D0005,konferensi,LOC
D0005,pers,
D0005,Senin,DAT
D0005,292024,
D0005,SCROLL,
D0005,TO,
D0005,CONTINUE,
D0005,WITH,
D0005,CONTENT,
D0005,Terungkapnya,
D0005,kasus,
D0005,tersebut,
D0005,saat,
D0005,seorang,
D0005,warga,
D0005,melapor,
D0005,bahwa,
D0005,ada,
D0005,jasad,
D0005,di,
D0005,asrama,
D0005,pendidikan,LOC
D0005,tinggi,NOR
D0005,tersebut,
D0005,Polisi,LOC
D0005,yang,
D0005,menerima,
D0005,laporan,LAW
D0005,itu,
D0005,langsung,
D0005,turun,
D0005,ke,
D0005,TKP,
D0005,Saat,
D0005,tiba,
D0005,di,
D0005,TKP,
D0005,korban,PER
D0005,ditemukan,
D0005,dengan,
D0005,posisi,
D0005,terlentang,
D0005,dan,LAW
D0005,mengeluarkan,
D0005,darah,EVIDENCE
D0005,dari,
D0005,hidung,
D0005,dan,LAW
D0005,mulut,
D0005,ujarnya,
D0005,Awalnya,
D0005,pihak,
D0005,keluarga,
D0005,korban,PER
D0005,sempat,
D0005,menolak,
D0005,jasad,
D0005,korban,PER
D0005,untuk,
D0005,diautopsi,
D0005,Keluarga,
D0005,menduga,
D0005,korban,PER
D0005,tewas,
D0005,karena,
D0005,sakit,
D0005,jantung,
D0005,yang,
D0005,memang,
D0005,dideritanya,
D0005,Namun,
D0005,polisi,LOC
D0005,menduga,
D0005,ada,
D0005,penyebab,
D0005,lain,
D0005,hingga,
D0005,memberi,
D0005,penjelasan,
D0005,kepada,
D0005,keluarga,
D0005,korban,PER
D0005,hingga,
D0005,akhirnya,
D0005,bersedia,
D0005,korban,PER
D0005,diautopsi,
D0005,Awalnya,
D0005,keluarga,
D0005,korban,PER
D0005,menganggap,
D0005,bahwa,
D0005,meninggalnya,
D0005,korban,PER
D0005,tidak,
D0005,curiga,
D0005,dugaan,
D0005,pembunuhan,CRIMETYPE
D0005,Mereka,
D0005,menganggap,
D0005,bahwa,
D0005,korban,PER
D0005,meninggal,
D0005,karena,
D0005,penyakit,
D0005,jantung,
D0005,karena,
D0005,sudah,
D0005,pasang,
D0005,ring,
D0005,jantung,
D0005,dan,LAW
D0005,sempat,
D0005,menolak,
D0005,dilakukan,
D0005,autopsi,EVIDENCE
D0005,mayat,
D0005,kata,
D0005,Ernis,
D0005,Dari,
D0005,hasil,
D0005,penyelidikan,
D0005,terungkap,
D0005,identitas,
D0005,pelaku,
D0005,dan,LAW
D0005,berhasil,
D0005,ditangkap,
D0005,pada,
D0005,Sabtu,DAT
D0005,318,
D0005,Terungkap,
D0005,pula,
D0005,korban,PER
D0005,dan,LAW
D0005,pelaku,
D0005,merupakan,
D0005,pasangan,
D0005,sesama,
D0005,jenis,
D0005,Korban,PER
D0005,sendiri,
D0005,kata,
D0005,Ernis,
D0005,memiliki,
D0005,istri,
D0005,yang,
D0005,tinggal,
D0005,di,
D0005,Batam,GPE
D0005,setelah,
D0005,pisah,
D0005,ranjang,
D0005,Setelah,
D0005,pelaku,
D0005,diperiksa,
D0005,dirinya,
D0005,pun,
D0005,mengakui,
D0005,perbuatan,
D0005,itu,
D0005,telah,
D0005,membunuh,
D0005,korban,PER
D0005,Menurut,
D0005,pelaku,
D0005,hubungan,
D0005,asmara,PER
D0005,sesama,
D0005,jenis,
D0005,antara,NOR
D0005,dirinya,
D0005,dengan,
D0005,korban,PER
D0005,sudah,
D0005,berlangsung,
D0005,lama,
D0005,sejak,
D0005,tahun,LAW
D0005,2022,
D0005,ujarnya,
D0005,Dari,
D0005,pengakuan,EVIDENCE
D0005,pelaku,
D0005,korban,PER
D0005,dibunuh,
D0005,dengan,
D0005,sadis,
D0005,Lehernya,
D0005,dijerat,
D0005,dengan,
D0005,kabel,
D0005,setrika,
D0005,hingga,
D0005,tewas,
D0005,Usai,
D0005,mendapat,
D0005,korban,PER
D0005,tewas,
D0005,pelaku,
D0005,melarikan,
D0005,diri,
D0005,Pelaku,
D0005,nekat,
D0005,membunuh,
D0005,dengan,
D0005,mengambil,
D0005,kabel,
D0005,setrika,
D0005,yang,
D0005,ada,
D0005,di,
D0005,rumah,LOC
D0005,korban,PER
D0005,dan,LAW
D0005,menjerat,
D0005,leher,
D0005,korban,PER
D0005,dengan,
D0005,sekuatkuatnya,
D0005,Setelah,
D0005,korban,PER
D0005,tidak,
D0005,berdaya,
D0005,dan,LAW
D0005,lemas,
D0005,pelaku,
D0005,membiarkan,
D0005,korban,PER
D0005,terlentang,
D0005,di,
D0005,lantai,
D0005,hingga,
D0005,tewas,
D0005,Setelah,
D0005,dipastikan,
D0005,tewas,
D0005,pelaku,
D0005,melarikan,
D0005,diri,
D0005,dari,
D0005,pintu,
D0005,depan,LOC
D0005,serta,
D0005,menutup,
D0005,pintu,
D0005,kembali,
D0005,dengan,
D0005,rapi,
D0005,pungkasnya,
D0005,Kasi,
D0005,Humas,
D0005,Porles,
D0005,Taput,
D0005,Aiptu,
D0005,Walpon,
D0005,Baringbing,
D0005,mengatakan,
D0005,korban,PER
D0005,merupakan,
D0005,pegawai,
D0005,di,
D0005,Akper,
D0005,Tarutung,
D0005,itu,
D0005,Korban,PER
D0005,bertugas,
D0005,sebagai,
D0005,pengawas,
D0005,di,
D0005,asrama,
D0005,Akper,
D0005,itu,
